label	title
期刊属性	有投过CR的前辈吗?求助周期
投稿方式	Nature BME投稿投稿后一般多久会显示送审?
写作交流	投过Journal of cleaner production的虫子,请教字数问题
期刊属性	求助此期刊的参考文献格式
投稿方式	SCI文章,可以修改/删除审稿人没让改的部分吗?
投稿方式	IEEE Trans on Robotics 有一个decision 的deadline,请问一定是按照的吗?
期刊属性	计算机辅助设计与图形学学报退修后复审录用概率大么?
期刊属性	《种子》期刊投稿
审稿意见解读与回应	OPTICS COMMUNICATIONS大修后投稿求助
稿件状态研判	有投稿ACS Omega的伙伴吗?
稿件状态研判	Status With journal administratortaylorandfrancis投稿
投稿方式	重金求助,有知道Journal of Engineering Science and Technology Review的帮帮忙
投稿方式	关于Offprints Order的订单编号的问题
投稿方式	Nanotechnology登录
期刊推荐	论文投稿求助
写作交流	关于个人信息填写
期刊推荐	求推荐审稿快的cssci期刊
稿件状态研判	论文required reviews completed状态
投稿方式	AWPL投稿快两个月,外审快一个月,是否催稿。
投稿方式	MC投稿求助
审稿意见解读与回应	关于原花青素B2对某疾病的改善作用审稿人意见回复求助
写作交流	Engineered Regeneration
行业术语	APTT和PTT的差别和联系。。。
期刊属性	求助SAB、JEAC、MJ期刊分区
稿件状态研判	投稿 applied catalysis a gen状态问题
写作交流	不确定度的计算
投稿方式	文章转投
投稿方式	Springer下的journal of coatings technology and research
期刊属性	请教投ACS catalysis的格式要求
投稿方式	journal of power sources
稿件状态研判	Required reviews completed
期刊属性	食药用菌怎么样?
审稿意见解读与回应	不太懂编辑的意思
写作交流	求助Arno Pro字体安装包
期刊属性	有没有人投过化工环保这个期刊的啊
投稿方式	Hindawi返修,投稿系统上传不了excel
投稿方式	Biosystems engineering投稿之后需不需要每个共同作者都确认
稿件状态研判	chemosphere大修后状态为editor assigned
稿件状态研判	没有认真回复审稿意见怎么办
稿件状态研判	RSC旗下的GC二审经历了两次in peer review,不知道什么原因,特来请教。感谢!!!!
期刊属性	EURASIP Journal on Wireless Communications and Networking投稿
稿件状态研判	Pending editor decision
稿件状态研判	npj quantum information投稿一个多月还没送审
期刊属性	EI期刊
期刊属性	投的一篇IEEE Trans TVT论文(Correspondence短文)
审稿意见解读与回应	bioresource technology回复审稿求助
期刊属性	JCP和CBM哪个好中?
投稿方式	怎么看拒稿原因
投稿方式	贴错审稿意见
期刊属性	文章被Precision Engineering杂志接收了,但是aicle in press阶段要多久?
稿件状态研判	论文进入审读环节,通过后是否就录用了啊
期刊属性	International Journal of Electronics Letters是SCI 么
期刊推荐	求推荐好发的EI期刊,电子设计应用类的
期刊推荐	关于新型网络架构、未来网络的论文,投哪些SCI比较容易中?
期刊推荐	求大神推荐数学类sci!
投稿方式	中国电机工程学报的推荐审稿专家有用吗?
期刊属性	ieee tsc如何
期刊属性	请问高分子学科Macromolecules审稿周期
期刊推荐	提取类文章合适的期刊
投稿方式	所有的文章投Nature系列及大子刊被拒之后都会建议转投nature communications吗?
投稿方式	有没有投过spl的前辈交流一下具体的流程
期刊推荐	审稿快,好中,最好有网络首发的核心期刊或双月普刊
投稿方式	有经验的兄弟帮我看一看,先谢过了
稿件状态研判	论文如果接到三校通知,是不是刊物快出了。
投稿方式	Rsc Advances杂志的版面费豁免申请Waiver application需要提供的evidence该如何准备?
写作交流	求New Phytologist的cover letter
投稿方式	Advanced materials投稿经验
投稿方式	Information sciences的审稿意见找不到
稿件状态研判	论文被拒
投稿方式	投稿两个月,一直是under review
期刊推荐	求问船舶与海洋工程领域的EI、SCI期刊都有哪些 ?
写作交流	Frontiers in Psychology有一个reviewer withdrew
投稿方式	Hindawi Review 这两天网站打不开吗?
期刊属性	Nature communications
投稿方式	投了一个杂志对方说我poor english不审查直接给退了应该怎么办
期刊推荐	机械大类 EI收录
稿件状态研判	Paper currently in process是什么状态?
投稿方式	acs 接收后校稿 现在又显示in peer review 怎么回事呀
审稿意见解读与回应	学校被禁用MATLAB,但审稿意见要求提供算法执行平台怎么办
稿件状态研判	机械设计与制造
稿件状态研判	大修被拒概率
稿件状态研判	大量调剂名额!211/985,AB区1000+所院校
期刊属性	退修后多久有结果
期刊属性	Asian Journal of Technology Innovation审稿周期
投稿方式	小型微型计算机系统审稿流程
稿件状态研判	纯语言表达的小修Under review两个多月能催稿吗
投稿方式	国外暑假
写作交流	论文
审稿意见解读与回应	submit your documents with tracked changes to highlight the revisions
期刊推荐	求推荐森林遥感方向的sci
期刊属性	Kbs 投稿
审稿意见解读与回应	审稿意见
稿件状态研判	2022新年快乐
期刊属性	补充材料
期刊属性	关于阿拉伯化学杂志投稿求助(Arabian Journal of Chemistry)
期刊属性	实验室研究与探索 审稿周期?
投稿方式	Organic Lett 投稿under review后几天会有变化
投稿方式	因为查重没过被拒还能再投吗
期刊属性	TIP多久分配AE?
投稿方式	电网技术修改重投
稿件状态研判	水产学报投了两个月怎么还在一审
期刊推荐	跪求期刊
稿件状态研判	SCI 核心论文投稿
期刊属性	请问这个IEEE Transactions 啥时候能有影响因子啊?
投稿方式	有投oe被拒的小伙伴投ol接收了的嘛?
投稿方式	家人们 编辑快一个月没处理稿件 咋整
期刊推荐	求助一下吸附金属离子方面的论文投稿2区刊物的问题?
期刊推荐	求推荐审稿周期在一个月之内的物理化学计算方面杂志
行业术语	SCI投稿咨询
期刊推荐	是否有和nature correspondence相类似的期刊有idea的版块?
投稿方式	有没有有过勘误经历?
稿件状态研判	文章返稿
稿件状态研判	散财,大修后论文二审求中!
期刊推荐	求助,想找一个非MDPI旗下的开源sci杂志,极好中,且审稿快,硅纳米材料相关的
写作交流	请问向编辑提出延长交稿时间申请的邮件该咋写呢?
稿件状态研判	MMTA期刊审稿求助
期刊属性	非邀稿综述投angew中的概率有多大?
稿件状态研判	Decision in Process一般需要多久?
写作交流	请教交叉引用的问题
期刊推荐	换热器结垢案例方面的杂志
期刊推荐	农学类科技核心有好发的吗,今年见录用通知
稿件状态研判	22调剂信息全网爬取10000+,分类检索
稿件状态研判	在编辑手里时发了撤稿信,然后现在怎么还under review了?
期刊属性	information sciences的bst文件用哪个呢?
稿件状态研判	投稿状态
期刊属性	有没有投过食品与机械的朋友们
稿件状态研判	1
期刊属性	chemcomm的投稿要求
稿件状态研判	又一次被拒
稿件状态研判	4个审稿人50条修改意见,其中一个审稿人建议拒稿,论文接收的概率大吗
审稿意见解读与回应	Gis源文件
期刊属性	《食品工业》不是中文核心了吗
投稿方式	小修后Editor assigned多久才会有结果?
稿件状态研判	请问这是代表录用了吗?为什么没给我发邮件信息
行业术语	北大核心期刊目录如何查询?
稿件状态研判	稿件状态求助
投稿方式	投frontier in behavior neuroscience杂志求助
稿件状态研判	参考文献写错怎么办?影响大吗?
投稿方式	Wiley投稿系统账户密码问题
写作交流	求一个Science of The Total Environment的Guide for Authors
写作交流	请教一个版权问题
期刊推荐	求教国内外好中的EI期刊,是半导体物理、材料物理方向的,审稿周期快一点的,
审稿意见解读与回应	论文方法没有创新,在针对具体对象分析时有一定新认识.怎么修改,用不用回答啊?
投稿方式	中国测试期刊审稿流程
审稿意见解读与回应	投稿回复邮件
审稿意见解读与回应	如何回复期刊编辑
审稿意见解读与回应	审稿人怀疑数据的真实性
稿件状态研判	Catena投稿
稿件状态研判	Scholarone投稿系统Under Review状态已经一个月,是送外审了吗?
稿件状态研判	论文投了《功能材料》,返回退修稿后显示“编辑加工”是怎么一回事??
稿件状态研判	投稿后网站状态一个月editor invited,但是给编辑邮件他说已经under review?
审稿意见解读与回应	Hindawi proof回复步骤
期刊属性	电瓷避雷器有投的吗?
稿件状态研判	期刊状态 Awaiting Recommendation
投稿方式	投稿电网技术什么情况下会被转增刊发表?
审稿意见解读与回应	碰到这种常见的意见,大家都是怎么回复呢?
稿件状态研判	Biotechnology letters小修
期刊属性	JOURNAL OF CLEANER PRODUCTION版面费
期刊属性	都市快轨交通
审稿意见解读与回应	审稿人两轮上传了相同的审稿意见该怎么办?
稿件状态研判	投稿Chromatographia,才5天,直接由with editor变成decision in progress
期刊推荐	文艺理论类C刊投稿哪个期刊好中?
稿件状态研判	水资源与水工程学报
期刊推荐	求推荐EI/  SCI快速发表期刊,能源、安全、环境方向
稿件状态研判	投Environment international,submitted to Journal 的状态一周了,正常吗?
期刊推荐	有没有EI的 电化学生物传感器方向  偏仪器的期刊呢?望告知谢谢~
期刊推荐	图像处理类SCI期刊求推荐
投稿方式	Journal of Testing and Evaluation 投稿问题求助
期刊推荐	求期刊推荐
投稿方式	爱思唯尔旗下的期刊,论文被拒转投之后,Transfer Manager系统,看不见投到哪一个期刊
稿件状态研判	Applied Physics Letters投稿求助!
期刊属性	自动化学报
期刊推荐	有个朋友要投稿,测试技术、测量相关,投一个水刊,求推荐,着急毕业,版面费高点没事
期刊属性	manuscript修改
审稿意见解读与回应	参考文献是early view
投稿方式	投某期刊的Special issue A被拒后,能否再投该期刊的Special issue B?
期刊推荐	求药学方向SCI期刊汇总
期刊推荐	航空动力能量优化类的二区期刊推荐
投稿方式	ACS投稿接收后,版权一定要转让给期刊吗
稿件状态研判	电力系统自动化期刊专家复审2已审回
期刊属性	AFM多久送审?
期刊推荐	有没有非成像光学仿真的期刊推荐?
期刊属性	Journal of Experimental  Theoretical Aificial Intelligence
投稿方式	论文投稿
投稿方式	返修后会增加审稿人吗
投稿方式	rcs adv投稿状态交流,in peer review之后一直with editor
稿件状态研判	IEEE Access投稿已经一个月了,还是Under Review,怎么回事呢!!
期刊属性	论文投稿
期刊推荐	哪些期刊喜欢工作量大的文章
投稿方式	whily旗下审稿被拒,建议转投,将审稿意见改完之后转投编辑建议的期刊。
投稿方式	ACS杂志社引用标识需要授权,但发到邮箱的链接无法打开
期刊属性	Journal of Cleaner Production,这个期刊到底怎么样
期刊属性	有没有计算机方向的大佬解释lecture notes in computer science的水平如何?
写作交流	在Journal of coatings technology and research 上面投稿参考文献的问题
投稿方式	如何在投稿系统中修改或补录ORCID
稿件状态研判	Awaiting EIC Decision 之后 Awaiting ED Final Processing
期刊推荐	哪些审稿周期较短接收材料类的中文核心期刊?
稿件状态研判	国际氢能杂志审稿时间点变化
投稿方式	Chemical Engineering Journal 综述投稿
稿件状态研判	大修时要加共同通讯
稿件状态研判	投稿状态变为 make decision,这是什么意思?是好结果吗?
写作交流	求问Chemical Engineering Journal投稿问题
写作交流	外文期刊投稿—查重
期刊属性	sci重复率要求多少以内
期刊推荐	Case Studies in Construction Materials
期刊推荐	材料类英文Ei期刊
期刊属性	《心理学探新》投稿求助
期刊属性	征询《微电子学》投稿
期刊属性	circuits systems and signal processing 投稿求助
期刊推荐	论文期刊求大佬推荐
审稿意见解读与回应	请问关于内标物质的问题,我该怎么回复reviewer?
投稿方式	关于投稿时遇到填写归档要求的,紧急求助
稿件状态研判	毕业还有10天,物理学报刚进入终审,还有希望吗
期刊推荐	求推荐材料类的sci,着急毕业!!!
期刊属性	投稿
投稿方式	请问JCP投稿需要把图片和表格单独上传吗?
投稿方式	电气工程研狗毕业投稿求助
投稿方式	ACS AMI大修返修后已经40天了,有经验的虫友说说我应该催稿么?
稿件状态研判	录用了开心
期刊推荐	催化材料二区期刊推荐
期刊属性	decision in process两周了
期刊属性	Ecological Indicators发表费多少?
稿件状态研判	MSEA的编辑最近是不是放假了啊
投稿方式	大家有没有写信给编辑要求延长修改时间的经历
稿件状态研判	请问NATURAL HAZARDS编辑两次要求提供审稿人了,一次初审,一次大修返回,还有戏吗?
期刊推荐	食品指示膜投稿求助
期刊属性	请问《数学的实践与认识》还是不是最新版(2021)北大核心期刊?
稿件状态研判	机械设计与制造
投稿方式	模拟期刊NUMER HEAT TR AAPPL稿件咨询求助
稿件状态研判	投稿问题
投稿方式	TVLSI注册的时候有个IEEE member ID是啥啊?
期刊属性	投稿求助
期刊推荐	陶瓷基复合材料投稿
期刊推荐	本人是一名药师,今年该升副高了,着急投稿
稿件状态研判	Decision in process
稿件状态研判	JLT投稿
投稿方式	APS旗下的phytofrontiers这个期刊怎么样啊?
期刊推荐	请推荐教育类期刊,需要评中级职称
稿件状态研判	awaiting EIC decision第九天
期刊属性	请问大家Wiley旗下的Chemistryselect接收后需要付费吗?
期刊推荐	期刊推荐
期刊推荐	关于多糖的二三区的投稿
审稿意见解读与回应	The results should be improved with more physical aspects
审稿意见解读与回应	编辑回复说SI需要 include veical NMR scale 请问这个是什么意思。
价值判断	论文被solar rrl邀请做封底,要七千块,划不划算啊
期刊属性	Int J AdvManuf Technol
稿件状态研判	退修重审能通过的几率大吗
期刊属性	Advanced Powder Materials
投稿方式	文章处于 aicle in review 7个月了,是否继续等还是撤稿
投稿方式	Sensors期刊投稿求助
价值判断	曾经是否被期刊Environmental Pollution或任何其他杂志拒绝?
写作交流	计算机仿真类毕业论文求助有偿
稿件状态研判	爱斯维尔期刊required reviews completed
稿件状态研判	IEEE TRO received 两周了
投稿方式	外国人在过节吗?这周投稿合适嘛?
期刊属性	机械设计与制造期刊:作者校回时间
稿件状态研判	包装工程期刊
投稿方式	审稿返修求助
期刊属性	environmental science and pollution research
稿件状态研判	第一篇sci接收,感谢小木虫提供交流平台
稿件状态研判	IEEE Sensors Journal已经返修了两次
行业术语	science of total environment
期刊属性	Materials Science and Engineering C
期刊属性	RSC的Meterial advances大家有所了解吗
稿件状态研判	仪器仪表学报审稿状态
稿件状态研判	电力系统自动化投稿一审复审后直接终审
行业术语	特刊合作
投稿方式	ACS NANO期刊投稿
稿件状态研判	高等学校化学学报投稿
投稿方式	回意见求助
稿件状态研判	TSE投稿
行业术语	Research Square author dashboard
投稿方式	Bentham Science杂志社下的Current Cancer Drug Targets杂志
行业术语	编辑意见回复
期刊属性	有投过Journal of Laser Applications的同学么?
稿件状态研判	发现了一个国际大牛四十年前论文的问题
稿件状态研判	ACS materials letters分配副主编10天状态还是在Associate Editor Assigned
期刊推荐	求推荐sci一区的环境和化学相关期刊
稿件状态研判	求助IEEE审稿状态
稿件状态研判	二审Required Reviews Completed
期刊推荐	求各位虫友给推荐催化类的4区SCI期刊,审稿快、免费的期刊,创新性一般
稿件状态研判	oe的copy revision
投稿方式	MDPI的electronics论文投稿咨询
投稿方式	本人sci写作小白  sci投稿求助
写作交流	要投一篇一区,光电催化方向,想挂大佬名,有没有?可以给二作
投稿方式	CCF A类学术会议如果录用了可以不去开会吗?
投稿方式	Chemical Engineering Journal Advances  期刊介绍
稿件状态研判	论文状态
稿件状态研判	论文求助!!!
期刊推荐	纤维素材料类综述投稿有哪些国内核心期刊可以选择
期刊属性	食品与机械期刊
期刊推荐	有没有社会学、心理学、教育学容易些ssci推荐
审稿意见解读与回应	编辑这句话什么意思,大家有知道应该怎么做的吗?
期刊属性	咨询《journal of vibroengineering》期刊是不是免版面费?
期刊属性	机械设计与研究投稿
投稿方式	投稿Metals and Materials International显示send back to rhe author
稿件状态研判	折腾半年了,换了7个杂志
审稿意见解读与回应	关于非参数检验pvalue校正问题
稿件状态研判	中国测试期刊,中文核心,退修了两次,现在是编辑部处理中。
投稿方式	Sensors and Actuators A: Physical 修改稿提交求助
期刊属性	期刊投稿
期刊推荐	想投个Scientific Repos,请问有这个杂志生态类的编辑老师么?
稿件状态研判	坏事了,都四审了,竟然又外审
稿件状态研判	chemosphere返修后一直处于editor assigned,已经8天了,怎么回事呀,哭
审稿意见解读与回应	有人了解Applied surface science这个期刊的吗?
投稿方式	Matter递交最终文件出现问题
稿件状态研判	投稿分析
期刊属性	Food chemistry 投稿14天一点消息都没有
行业术语	Elsevier SCI 返修投稿疑惑
稿件状态研判	nano letters投稿
稿件状态研判	向电网与清洁能源杂志投稿快2个月了,没有任何回复
期刊属性	《食品与机械》期刊投稿
期刊推荐	反渗透膜模拟与实验的论文适合投哪个类型的期刊呢?
审稿意见解读与回应	论文投稿求助,编辑对于格式要求看不懂
投稿方式	中文文章被退后,能重投原期刊吗
稿件状态研判	有投过cej的吗
期刊推荐	期刊推荐
投稿方式	编辑建议转投并给了链接,是一键转投,还是自己投
期刊属性	是否有投过MDPI旗下《Forests》杂志的虫友?
投稿方式	Frontiers in psychology副主编评估已经将近一月,是否应该催稿?
投稿方式	投稿爱思唯尔旗下杂志,修回时Validation Repo是要上传什么
期刊属性	投爱思唯尔旗下的Current Applied Physics时怎么写Ethics Statement
投稿方式	子刊投稿交流
期刊推荐	求推荐水一点的计算机视觉方向的SCI二区期刊
投稿方式	Angew一审6周了,要催一下么。。
审稿意见解读与回应	审稿人意见
投稿方式	求 ADVANCES IN APPLIED MECHANICS 的投稿主页
期刊属性	Cellulose
期刊推荐	Journal of alloys and compounds推荐的编辑
稿件状态研判	SCIS第一轮意见大约什么时候回来
期刊属性	Pending editor decision第5天了
稿件状态研判	一篇CSCD在投,这个状态容易被拒吗
期刊属性	仪表技术与传感器版面费是按初投稿,还是修改稿?
稿件状态研判	awaiting referee selection 变为 awaiting EditorinChief 是不是要悲剧了啊
投稿方式	Publisher, STM
期刊推荐	求推荐能源类易中的三区四区论文
稿件状态研判	reviews completed持续多久有消息?
稿件状态研判	Pending editor decision
期刊推荐	烟叶微生物相关的文章可以往食品类的杂志上投吗?
期刊属性	核心期刊发表周期
期刊属性	The Computer Journal
稿件状态研判	JXB 投稿一周,显示Under Editorial Review
投稿方式	我论文现在是建议转投
稿件状态研判	投稿当天就Under Review是编辑效率高还是啥?
投稿方式	Elsevier投稿,编译显示日志里有pdf输出但是没有pdf
投稿方式	SSRN没有经过我同意发表了我的论文,怎么投诉撤稿
价值判断	投论文时候,已经有授权的专利,把专利加附件好 ,还是不加
期刊属性	材料研究学报终审一般要多久呀
审稿意见解读与回应	请各位大神帮忙看下这个审稿人的目的是什么?
投稿方式	被推荐转投Heliyon,了解的虫友可以分享下经验吗?谢谢
期刊属性	仪器仪表学报投稿求助
投稿方式	IEEE论文投稿时问题:”该手稿是否为其他期刊拒绝的稿件“应该怎么选择?
投稿方式	《植物生态学报》外审过后为什么直接主编终审?
写作交流	怎样写mini review 或者 sho commentary?
稿件状态研判	艰难的投稿经历
投稿方式	约稿通过编辑邮箱联系的,可以再转网站投稿吗
期刊属性	Composites Pa A 投稿格式审查相关问题
稿件状态研判	国陶Ceramics international投稿后转助理编辑
稿件状态研判	论文审回
期刊属性	Sensors and Actuators A
写作交流	查自我重复率
投稿方式	一审大修二审后awaiting decision一周多了,要不要催副主编?
投稿方式	如何撤稿
期刊属性	求助JACS能直接投稿的那种模板
审稿意见解读与回应	作者会怎么回答这个审稿人的问题。
投稿方式	传感技术学报
期刊属性	《水利水电技术》审稿快吗
稿件状态研判	投AFM,大修
价值判断	开源期刊和文章开源的区别
稿件状态研判	投稿engineering geology, required reviews completed45天
行业术语	求助
稿件状态研判	请问中国给水排水这个杂志“正在复审”这个状态是最后一次审核吗
期刊属性	Helvetica Chimica Acta  与 SYNLETT, 哪个期刊更容易投中?
期刊属性	chemical engineering journal 投稿
期刊推荐	材料类文章投稿推荐
期刊属性	有投过advances in applied ceramics这个杂质的吗
投稿方式	MDPI小修后如何提交给审稿人
稿件状态研判	scientific repos返修,editor evluating revision一周多了。
期刊推荐	求助有机发光材料投稿
审稿意见解读与回应	大修,想拒绝审稿人中的某些修改
投稿方式	Microchemical Journal 返稿文件无法上传
期刊属性	请问Molecular Cancer杂志怎么样?
期刊属性	International journal of quantum chemistry投稿状态求助
投稿方式	关于送审后拒稿转投的时间问题
行业术语	spring旗下期刊返修
投稿方式	投稿后 撤回,重投另外一个期刊的问题
稿件状态研判	GEE投稿状态
期刊属性	《林业科学》副主编复审
投稿方式	周日投稿sci会容易被拒吗
审稿意见解读与回应	重投biochemistry得到回复是格式修改(或者小修?)请问这样需要怎么办
期刊属性	求助Advanced Science怎么付版面费
期刊属性	请问大家ANNALS OF THE NEW YORK ACADEMY OF SCIENCES这个杂志怎么样,还是SCI期刊吗
期刊推荐	环境类综述有什么好中的中文核心期刊嘛?
投稿方式	plant physiology投稿状态under review但是monitoring editor还是not assigned
期刊属性	现代化工
稿件状态研判	计算机仿真杂志的编审时间
稿件状态研判	有人投过ecotoxicology and environmental safety嘛?求助
期刊属性	Origin输出eps图片格式设置问题
投稿方式	投稿快两年了怎么办?
投稿方式	求助大神,投稿elsevier时候遇到了个问题
稿件状态研判	论文被拒两次还有救吗
稿件状态研判	投稿交流
期刊属性	Journal of Environmental Chemical Engineering投稿
稿件状态研判	plos one一审大修
稿件状态研判	Angew 投稿7周,还没收到审稿意见,感觉凉了呀。。。。。。。。。。。。。
审稿意见解读与回应	关于期刊an embargo period的求助
期刊推荐	求光催化类的期刊,3区或者4区
期刊属性	从收到拟录用通知到可以开具用稿证明大概要多久呀?
投稿方式	一个审稿人建议小修,另一个审稿人拒稿,最后编辑拒稿,怎么办?
期刊属性	LWT投稿
投稿方式	求机械科学与技术的官网
期刊推荐	推荐机械、动力学的SCI期刊,要速度快,难度低的,但不要预警的
期刊推荐	材料类期刊
投稿方式	PIER
投稿方式	PRB二审51天了,还没报告,如何是好?
期刊属性	ISIJ international 版面费求助
稿件状态研判	chemistryselect 50天仍是with editor
价值判断	投稿
投稿方式	With editor 45天没变化
期刊推荐	有没有土木工程中文会议,急急
稿件状态研判	论文外审一周后进入Decision in progress
稿件状态研判	with editor直接变decision in prograss
稿件状态研判	爱斯维尔状态
稿件状态研判	投过Energy的友友们,under review期间状态日期会变化吗?
期刊属性	Nanophotonics期刊目前收费吗
期刊推荐	投稿求助
稿件状态研判	Kbs投稿
稿件状态研判	applied optics属实把我逗乐了,收到了比自己稿件号还靠后许多的审稿邀请
期刊推荐	求推荐效率高价格低的普刊
价值判断	新刊值不值得投一下
投稿方式	applied science 投稿求助
稿件状态研判	大修完成,希望一切顺利
期刊属性	有虫友知道《电子科技大学》版面费截止日期吗?
期刊属性	投稿中国机械工程
投稿方式	polish marine research
稿件状态研判	哎,小修一周了,还没有结果。太难了吧
期刊属性	电网技术返修后录用概率大吗
写作交流	大家博士毕业都几篇文章,啥级别的呢?
期刊推荐	哪位专家能推荐一些相对好发的社会学类C刊?先谢谢啦!
期刊属性	咨询JRE期刊的投稿网址
投稿方式	Hindawi论文接受后,什么时候会收到通知缴费的邮件
期刊属性	请问有人发过山西化工杂志吗?山西化工杂志发表前,会发pdf给作者校对吗?
投稿方式	oe拒后能申诉嘛
期刊属性	求助ChemElectroChem期刊投稿的模板
稿件状态研判	请问论文Endorsed状态需要回复修改吗?
期刊属性	rsc advances 投稿过程中in peer review和with editor变换...
投稿方式	急急ScholarOne Manuscript投稿系统返修稿上传相关事宜
稿件状态研判	论文返修后,一个审稿人同意 一个小修 一个拒绝
投稿方式	大修能不能拒绝修改呀
期刊推荐	求职业教育方面审稿周期短一般期刊
写作交流	论文格式出问题,大家帮我看看吧,
投稿方式	审稿意见
审稿意见解读与回应	论文退回的奇怪要求,咋处理
投稿方式	Hindawi onlione proof system
期刊属性	多学科优化期刊模板
期刊属性	请问投稿AFM6天了还是Manuscript Submitted正常吗
期刊推荐	自动驾驶车联网信息安全期刊
投稿方式	如何催稿
稿件状态研判	到了发帖季了!?
投稿方式	文章审稿时间太长,写了撤稿信编辑一直不处理怎么办?
投稿方式	交SCI版面费
投稿方式	投稿Journal of Hazardous Materials因查重问题被拒怎么办
稿件状态研判	投稿optics express 12天还没有审稿人信息是不是被拒的概率很高
期刊推荐	车间调度投稿
期刊属性	关于JCR分区的问题 求助!
投稿方式	帮忙分析一下Journal of the Franklin Institute这个期刊的投稿流程
审稿意见解读与回应	各位帮看看编辑啥意思
审稿意见解读与回应	IEEE TIM期刊的Overlength Agreement问题
投稿方式	稿件投递后期刊系统生成的PDF文档中图片却发生了旋转90度,怎么办?
期刊推荐	收图像类的计算机科技核心有哪些呢?
期刊属性	material design 一般几个审稿人
稿件状态研判	请问审稿期间编辑换了多次是为什么呢?
投稿方式	计算机研究发展复审结束了三周还没进入下个阶段是怎么回事呢?
期刊属性	投稿求助
投稿方式	什么时候回复主编
投稿方式	中国科技在线
稿件状态研判	二审required reviews completed八天
期刊推荐	土壤微生物多样性推荐的sci期刊有哪些
期刊推荐	期刊求助
稿件状态研判	AGU With Editor for Decision 12天是否需要发邮件催稿
投稿方式	勘误
价值判断	payment commitment
投稿方式	论文投稿
投稿方式	请教appeal流程
审稿意见解读与回应	投稿杂环通讯(heterocyclic communications)
期刊推荐	交通领域sci4区期刊求助
投稿方式	爱思唯尔修改回稿提交不上去
期刊推荐	计算机本科EI(JA)
期刊推荐	园艺类期刊
写作交流	剩下的88%是什么?水吗,求助.
期刊属性	求 World Electric Vehicle Journal 投稿网址
投稿方式	求问,投稿上传文章时版本出错
写作交流	报销中文版面费
稿件状态研判	JMCC投稿15天,with editor13天
投稿方式	文章挂网上了,但是下载suppoing 发现里边没有图片,急求怎么办,
稿件状态研判	学习与实践投稿
期刊推荐	材料计算模拟期刊投稿+短文类+期刊推荐
稿件状态研判	World Journal of Surgical Oncology投稿求助
投稿方式	稿件系统,提交手稿时候build PDF生成PDF无论如何也不成功
期刊属性	《建筑科学与工程学报》录用待安排刊期需要多久呢
期刊属性	有没有虫友投过additive manufacturing,想问下submitted to journal大概持续多久啊
稿件状态研判	with editor快2个星期了
投稿方式	call for papers,邀稿?or 约稿?
投稿方式	投稿Machining Science and Technology求助
投稿方式	我的一篇SCI论文被增刊了,怎么办?
投稿方式	拒稿后是否可重投?
审稿意见解读与回应	SCI审稿意见求助
稿件状态研判	Food chemistry投稿分享
稿件状态研判	论文申诉求助
稿件状态研判	关于acs sensors的投稿状态
期刊推荐	投SCI 强制要求推荐审稿人怎么选?
期刊属性	Physical review A杂志 with editors一般多久,现在已经三天了。
投稿方式	This site is currently unavailable
写作交流	网络药理学求助
期刊属性	Economics of Innovation and New Technology 投稿周期
期刊属性	Materials期刊值不值得投,尤其它的特刊有没有什么区别和正刊
投稿方式	《高校化学工程学报》投稿
期刊属性	Frontiers in Endocrinology的Review Finalized时间
写作交流	SCI论文
稿件状态研判	MDPI投稿34天还在under review被拒吗?救救孩子吧!!
投稿方式	爱思唯尔校稿无法提交
期刊属性	Journal of Chemical Research
写作交流	锂离子电池中伯德图如何解释
投稿方式	各位大佬jacs投稿一审外审都花了多久呢?
价值判断	同一个单位不同二级学院,请问投稿时,怎么写?
期刊推荐	论文投稿
审稿意见解读与回应	这个revision怎么理解?
期刊属性	计算机仿真期刊作者稿费
投稿方式	提交问题
稿件状态研判	关于 Plant foods for human nutrition   投稿声明
投稿方式	!紧急求助 链接中的PDF文件!
审稿意见解读与回应	请教 大侠, 这个审稿意见是什么意思?该如何回复呢?
期刊推荐	投稿期刊选择
投稿方式	通讯作者邮箱写错,论文已发表,如何更改,求助!
投稿方式	关于转投
稿件状态研判	robio今天放榜,求中哇
稿件状态研判	论文状态
期刊属性	比较Biomaterials Science和
稿件状态研判	书籍
稿件状态研判	爱思唯尔系统下投稿 状态revise了但是不知道点了什么现在找不到审稿意见了
期刊属性	《Journal of Food and Drug Analysis》投稿经验分享?
稿件状态研判	The Journal of Navigation外审3+月,期望尽快有好意见返回。
审稿意见解读与回应	与审稿人意见不一样
期刊推荐	岩石力学方向投稿
稿件状态研判	高录用SCI和EI集合
期刊属性	总环major revision
期刊属性	《湖泊科学》投稿
期刊推荐	超级电容器投稿
期刊属性	CEJ让转投CEJ advances
投稿方式	投稿ORCID问题,link to ORCID record显示不出
写作交流	请问大家哪里可以做GIXRD的测试,主要测试薄膜不同深度处的残余应力
投稿方式	Wiley期刊接受稿件处于Submissions in Production已经20多天了,该如何与出版商联系?
期刊推荐	请问哪些金属材料类期刊可以接收sho communication之类的短论文?
稿件状态研判	二审under review一天,变成了Required?Reviews?Completed,三天过去了状态未变
审稿意见解读与回应	Submissions Sent Back to Author
期刊属性	Journal of advanced transpoation多久给正式的录用通知?
投稿方式	JMCB的投稿系统怎么无法添加作者信息了啊,着大家看看正常么,谢谢
投稿方式	ESPR催稿
